Column1,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party,youtube_url_manual
"True Love - Kanye West, XXXTENTACION",True Love,"Kanye West, XXXTENTACION",major,3.238150597,0.269712299,0.730287671,5.07032299,4.705597878,1.222936153,0.246989906,0.753010094,0.856526375,0.14347358,0.563970923,0.436029077,0.655671418,0.344328612,
"Cooped Up (with Roddy Ricch) - Post Malone, Roddy Ricch",Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",major,3.437277079,0.052958239,0.94704175,4.953796387,5.253184795,1.179789424,0.356893659,0.643106341,0.839850962,0.160149023,0.544208765,0.455791235,0.268020988,0.731979012,
"באתי להציל אותך - Agam Buhbut, Shahar Saul",באתי להציל אותך,"Agam Buhbut, Shahar Saul",minor,4.193586826,0.217838645,0.782161295,5.291985512,4.95563364,1.07952857,0.296598136,0.703401864,0.882444382,0.117555641,0.595811307,0.404188693,0.253730983,0.746269047,
abcdefu - GAYLE,abcdefu,GAYLE,minor,3.98681283,0.107494526,0.892505467,5.158141136,5.565302372,1.153566718,0.482787967,0.517212033,0.709315181,0.290684819,0.495785147,0.504214883,0.336756408,0.663243592,
"Enemy (with JID) - from the series Arcane League of Legends - Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",minor,5.881545544,0.164788857,0.835211158,4.296952248,4.092489243,1.156071067,0.2445959,0.755404115,0.645725489,0.354274541,0.455577999,0.54442203,0.581859171,0.418140858,
"חסר/ה לי ברמות - בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,"בנאל בן ציון, שירז אברהם",major,3.985419512,0.276958376,0.723041654,4.621076584,4.481508255,1.069639683,0.579159021,0.420840979,0.922222853,0.077777125,0.649354458,0.350645572,0.382517397,0.617482543,
"The Motto - Tiësto, Ava Max",The Motto,"Tiësto, Ava Max",minor,4.300196171,0.080946974,0.919053078,4.909101963,5.132413864,1.252224922,0.492315918,0.507684052,0.751126409,0.248873591,0.425786614,0.574213326,0.413137108,0.586862862,
ככה כל יום - Eden Hason,ככה כל יום,Eden Hason,major,4.371749401,0.127337798,0.872662127,4.189071655,4.407419205,1.065854073,0.304840684,0.695159256,0.709415376,0.290584564,0.390233636,0.609766364,0.285353512,0.714646459,
ואת אינך - Eyal Golan,ואת אינך,Eyal Golan,minor,5.378874779,0.098461218,0.90153873,4.819841385,4.694025993,1.088728309,0.443200618,0.556799352,0.882193685,0.117806286,0.600897193,0.399102837,0.582116306,0.417883724,
סיבת הסיבות - Ishay Ribo,סיבת הסיבות,Ishay Ribo,major,4.479908943,0.076086812,0.923913181,4.293476582,4.428977966,1.185822725,0.221626908,0.778373122,0.54788208,0.45211795,0.334431797,0.665568233,0.522257864,0.477742106,
Falling Back - Drake,Falling Back,Drake,major,5.650107861,0.006290373,0.993709564,3.632075787,4.62595129,1.422088385,0.04136917,0.9586308,0.357591003,0.642409027,0.024324872,0.975675166,0.833703995,0.166295961,
Call Out My Name - The Weeknd,Call Out My Name,The Weeknd,major,3.967722416,0.211849704,0.788150251,4.234624863,4.29664135,0.986135125,0.448973864,0.551026106,0.655102968,0.344897062,0.463408768,0.536591232,0.310564727,0.689435303,
פרימיטיבי - Inbal Bibi,פרימיטיבי,Inbal Bibi,minor,3.016801357,0.195985004,0.80401504,4.36013937,4.333766937,1.150105476,0.459345758,0.540654302,0.782954395,0.21704556,0.604878962,0.395121068,0.260673106,0.739326835,
סטאי / אתה שלי (חלק 1) - Odeya,סטאי / אתה שלי (חלק 1),Odeya,major,4.36631155,0.082758509,0.917241454,4.911390305,5.12737608,0.87912029,0.053093348,0.946906626,0.776213706,0.22378628,0.246993154,0.753006876,0.23402594,0.765974104,
אלא בי - Hanan Ben Ari,אלא בי,Hanan Ben Ari,minor,6.971467972,0.23205699,0.767942965,3.935609341,4.088685036,1.119270921,0.273521841,0.726478159,0.632098675,0.367901355,0.394850522,0.605149448,0.412799835,0.587200165,
"Hoodie - Anna Zak, Mergui",Hoodie,"Anna Zak, Mergui",major,4.876021385,0.112787068,0.887212932,4.278264046,4.680386543,1.323027134,0.119345367,0.880654633,0.844681323,0.155318663,0.400979608,0.599020422,0.269546658,0.730453372,
קאטליה No1 - Omer Adam,קאטליה No1,Omer Adam,minor,4.319379807,0.180937275,0.819062769,4.775513649,5.063425541,1.051182985,0.632205844,0.367794186,0.915318429,0.084681496,0.62811625,0.37188375,0.267698884,0.732301116,
נתראה בגלגול הבא - Ravid Plotnik,נתראה בגלגול הבא,Ravid Plotnik,major,4.07230854,0.279695332,0.720304668,4.762760162,4.599781036,1.026422143,0.34392494,0.65607506,0.8627069,0.137293145,0.553047717,0.446952313,0.313360572,0.686639428,
"STAYING ALIVE (feat. Drake & Lil Baby) - DJ Khaled, Drake, Lil Baby",STAYING ALIVE (feat. Drake & Lil Baby),"DJ Khaled, Drake, Lil Baby",minor,4.985249519,0.240781963,0.759218037,3.758927822,3.84868598,1.035912156,0.30278188,0.69721806,0.706205904,0.293794125,0.298420578,0.701579392,0.591194332,0.408805698,
"ככה זה - Ninet Tayeb, Tuna",ככה זה,"Ninet Tayeb, Tuna",minor,4.190265656,0.107604139,0.892395914,5.029019356,4.91976881,1.152104855,0.100184098,0.899815857,0.757077217,0.242922753,0.224211961,0.775788069,0.553160548,0.446839392,
פילהרמונית של טירוף - Omer Adam,פילהרמונית של טירוף,Omer Adam,major,4.405786991,0.055107061,0.944892883,3.722011328,4.415475845,1.089693666,0.107657984,0.892341971,0.425812721,0.574187219,0.111800037,0.888199925,0.709343076,0.290656954,
"זאת שמעל למצופה - Danny Sanderson, Kfir Ben Laish",זאת שמעל למצופה,"Danny Sanderson, Kfir Ben Laish",major,3.647204399,0.10739515,0.892604887,5.4469347,5.503842354,1.088389158,0.72113204,0.27886796,0.903056741,0.096943274,0.822895706,0.177104264,0.095827855,0.904172122,
"Die For You - Remix - The Weeknd, Ariana Grande",Die For You - Remix,"The Weeknd, Ariana Grande",minor,3.438447714,0.123378791,0.876621187,4.702899933,4.630814075,1.273964047,0.274777114,0.725222886,0.748835027,0.251165003,0.5770154,0.42298466,0.220724136,0.779275835,
יהיה יהיה - Mergui,יהיה יהיה,Mergui,major,2.950594664,0.045541756,0.954458296,3.84197998,4.040069103,1.172633171,0.196007863,0.803992152,0.605314374,0.394685596,0.28322947,0.71677053,0.51926887,0.480731159,
אצלנו בגן - Shaylee Atary,אצלנו בגן,Shaylee Atary,minor,5.480453014,0.202206671,0.797793329,5.253224373,4.878507614,1.125884175,0.169340014,0.830659926,0.75227493,0.24772504,0.422760725,0.577239335,0.431111783,0.568888187,
"הנסיך הקטן - Shlomo Gronich, Shlomo Ydov, Shem-Tov Levy Ensemble",הנסיך הקטן,"Shlomo Gronich, Shlomo Ydov, Shem-Tov Levy Ensemble",major,2.894742489,0.132803619,0.867196381,4.705456734,4.591605186,0.949939966,0.133413449,0.866586566,0.79534483,0.204655141,0.441847265,0.558152735,0.528981268,0.471018791,
שלוותה - ענבל רז,שלוותה,ענבל רז,major,3.55100131,0.04795571,0.952044308,4.107382774,4.449650764,1.163635015,0.230577439,0.769422591,0.523484051,0.476515919,0.220312715,0.779687285,0.603007138,0.396992832,
"FE!N (feat. Playboi Carti) - Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",minor,2.628978491,0.241814479,0.758185446,3.664931774,3.902313232,1.241508484,0.184145376,0.815854609,0.700273335,0.299726605,0.391381383,0.608618677,0.416291863,0.583708167,
"MELTDOWN (feat. Drake) - Travis Scott, Drake",MELTDOWN (feat. Drake),"Travis Scott, Drake",major,4.073393822,0.006011996,0.993988037,5.678084373,6.668982029,1.256595731,0.748083293,0.251916736,0.953984916,0.046015035,0.552970707,0.447029233,0.372897387,0.627102554,
"בסיבוב - Tuna, Tzlil Danin",בסיבוב,"Tuna, Tzlil Danin",major,3.568749428,0.267895371,0.732104659,4.73631382,4.504528999,1.191491961,0.689787388,0.310212582,0.914893568,0.085106418,0.798618138,0.201381832,0.197753355,0.80224669,
"בור ועם הארץ - Ravid Plotnik, Tuna",בור ועם הארץ,"Ravid Plotnik, Tuna",minor,2.904707909,0.098482907,0.901517034,4.797817707,5.091566563,1.28211987,0.148013711,0.851986349,0.839501917,0.160498053,0.505859315,0.494140744,0.181663081,0.818336904,
כפרה שלי - Ravid Plotnik,כפרה שלי,Ravid Plotnik,minor,4.98039341,0.055831131,0.944168866,4.471334934,5.143891335,1.348932028,0.238414243,0.761585712,0.462850273,0.537149727,0.165587544,0.834412456,0.647426546,0.352573454,
בעולם הזה - אליאן כהן,בעולם הזה,אליאן כהן,major,5.874655724,0.005938257,0.994061768,3.617685318,4.603129387,1.0674299,0.042098571,0.957901418,0.361001879,0.638998151,0.023958711,0.976041257,0.834392071,0.165607914,
"Pussy & Millions (feat. Travis Scott) - Drake, 21 Savage, Travis Scott",Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",minor,4.178768158,0.21902977,0.7809702,4.1705246,4.0973577,1.127160311,0.29173997,0.70826006,0.65215707,0.3478429,0.4024462,0.5975538,0.4226467,0.5773533,
"Major Distribution - Drake, 21 Savage",Major Distribution,"Drake, 21 Savage",minor,5.202421665,0.096986443,0.903013587,4.689211845,4.990015984,1.111914515,0.727094531,0.272905469,0.899832666,0.100167386,0.6510939,0.34890613,0.120593444,0.879406571,
"On BS - Drake, 21 Savage",On BS,"Drake, 21 Savage",minor,5.145910263,0.202150926,0.797849059,4.57868576,4.563294411,1.149417162,0.242525443,0.757474542,0.741478801,0.25852114,0.284480423,0.715519547,0.441276819,0.558723152,
חוזר על עצמו - Odeya,חוזר על עצמו,Odeya,major,2.774372101,0.203095436,0.796904564,5.304357529,5.161147594,1.193716407,0.559529603,0.440470338,0.914032102,0.085967928,0.753536999,0.246463016,0.173521921,0.826478064,
Gone - Noa Kirel,Gone,Noa Kirel,minor,6.417895794,0.150960356,0.849039614,5.207848549,4.720744133,1.128956079,0.533536971,0.466463,0.92689997,0.07310003,0.741094708,0.258905262,0.300487816,0.699512184,
לב יפה - Ron Buhnik,לב יפה,Ron Buhnik,minor,5.616376877,0.02504356,0.974956453,4.054280758,4.834641933,0.919450939,0.109590217,0.890409827,0.472537696,0.527462363,0.094813339,0.905186653,0.622962236,0.377037704,
לשוב הביתה - Ishay Ribo,לשוב הביתה,Ishay Ribo,major,4.351358891,0.199907899,0.800092101,5.260519028,5.502557755,1.263797402,0.304651976,0.695348024,0.933210313,0.066789627,0.654867649,0.345132411,0.212195501,0.787804425,
Sure Thing - Miguel,Sure Thing,Miguel,minor,4.640429497,0.148237318,0.851762712,4.430826187,4.514656067,1.149771452,0.184367239,0.81563282,0.706419468,0.293580532,0.421756804,0.578243196,0.370308906,0.629691124,
Midnight Rain - Taylor Swift,Midnight Rain,Taylor Swift,major,5.687918663,0.005968451,0.994031489,3.616343498,4.599684715,1.021624565,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Maroon - Taylor Swift,Maroon,Taylor Swift,major,3.478425264,0.207582429,0.792417586,3.907914162,4.1082654,1.119123936,0.276588738,0.723411262,0.721206725,0.278793275,0.428084403,0.571915567,0.482267886,0.517732143,
"You're On Your Own, Kid - Taylor Swift","You're On Your Own, Kid",Taylor Swift,minor,2.998152018,0.005968451,0.994031489,3.616343498,4.599684715,1.215810657,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Vigilante Shit - Taylor Swift,Vigilante Shit,Taylor Swift,minor,5.233063221,0.111855663,0.888144255,6.344682693,5.69306469,0.917313576,0.424520791,0.575479269,0.955561757,0.044438299,0.706406534,0.293593496,0.24511525,0.75488472,
Karma - Taylor Swift,Karma,Taylor Swift,major,4.064668179,0.055111893,0.944888115,3.977160454,4.081922054,1.117417812,0.351930588,0.648069441,0.626023531,0.373976409,0.318594277,0.681405783,0.533200145,0.466799855,
Question...? - Taylor Swift,Question...?,Taylor Swift,major,3.485940456,0.255586386,0.744413614,4.478487015,4.74233675,1.036607385,0.124157213,0.87584281,0.679363191,0.320636779,0.355321288,0.644678652,0.317461371,0.682538629,
"מי לא יבוא - Avraham Tal, Benaia Barabi",מי לא יבוא,"Avraham Tal, Benaia Barabi",minor,5.02387476,0.006482316,0.993517756,3.832195282,4.962482452,1.297623515,0.041552916,0.958447099,0.289687544,0.710312426,0.020143386,0.979856551,0.853775203,0.146224752,
Bejeweled - Taylor Swift,Bejeweled,Taylor Swift,major,4.873648167,0.189334825,0.810665131,4.435140133,4.565612793,1.079784751,0.335404247,0.664595723,0.781087875,0.218912125,0.378723741,0.621276319,0.372471899,0.627528071,
בימים ההם - Odeya,בימים ההם,Odeya,minor,6.213137627,0.005968451,0.994031489,3.616343498,4.599684715,0.945206344,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
חישגוזים - Eden Hason,חישגוזים,Eden Hason,minor,2.960438251,0.372593671,0.627406299,5.541085243,5.417528152,1.271803737,0.255838722,0.744161308,0.884627461,0.115372598,0.500794768,0.499205261,0.33721897,0.662781,
"החיים לפניי - Eden Hason, Itay Galo",החיים לפניי,"Eden Hason, Itay Galo",minor,5.285482883,0.085564047,0.914435923,4.339552402,4.649240017,1.128390789,0.46735087,0.5326491,0.943379223,0.05662081,0.803862929,0.196137086,0.272860467,0.727139533,
"לחגוג ומגוג - Shahar Saul, Ella Lee, הפשוטע",לחגוג ומגוג,"Shahar Saul, Ella Lee, הפשוטע",minor,4.239935398,0.098398954,0.901601076,5.034072399,5.410997391,1.10510838,0.90688622,0.093113765,0.939520478,0.06047954,0.805263281,0.194736689,0.142330796,0.857669234,
Search & Rescue - Drake,Search & Rescue,Drake,minor,3.427079439,0.22712626,0.77287376,5.2871065,5.211357,0.93875879,0.15877531,0.8412247,0.81047904,0.18952094,0.45273748,0.54726255,0.32018796,0.679812,
TV - Billie Eilish,TV,Billie Eilish,minor,4.409841061,0.269828618,0.730171442,4.387282848,4.505723953,0.953729391,0.560410678,0.439589351,0.912343681,0.087656267,0.659112394,0.340887576,0.295784056,0.704215944,
רק שלך - Omer Adam,רק שלך,Omer Adam,major,5.261781216,0.005492819,0.994507134,3.374183655,4.399245262,1.176395774,0.069740988,0.930259049,0.40233779,0.597662151,0.02548095,0.974519014,0.823960483,0.176039487,
"צמוד צמוד - Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,"Omer Adam, Odeya, ShrekDiMC",minor,3.302117348,0.102002874,0.897997141,4.666917801,5.077278137,1.254024148,0.40726766,0.59273237,0.767216384,0.232783601,0.502724588,0.497275412,0.380663186,0.619336784,
לילות וקללות - Omer Adam,לילות וקללות,Omer Adam,major,4.292721272,0.105472393,0.894527614,5.124929428,4.738688469,1.045960307,0.336558491,0.663441539,0.885976672,0.114023313,0.542694569,0.457305431,0.666462541,0.333537489,
מנגן ושר - Osher Cohen,מנגן ושר,Osher Cohen,major,5.385091305,0.01744836,0.982551575,3.913222551,4.754518509,1.01704812,0.100310795,0.899689257,0.42699936,0.573000669,0.08263851,0.917361438,0.623763502,0.376236498,
פלסטרים - Osher Cohen,פלסטרים,Osher Cohen,major,5.508905888,0.046320058,0.953679979,4.355154037,5.078290462,1.047525287,0.269920886,0.730079114,0.677911997,0.322087973,0.249316111,0.750683904,0.460837841,0.539162219,
מבת ים ועד הנצח - Omer Adam,מבת ים ועד הנצח,Omer Adam,minor,7.003521919,0.037881106,0.962118924,4.437082767,4.947013855,1.084340811,0.396410137,0.603589833,0.62105453,0.37894544,0.213070482,0.786929488,0.487786621,0.512213349,
"נאדי באדי - Shahar Tavoch, Agam Buhbut",נאדי באדי,"Shahar Tavoch, Agam Buhbut",minor,5.524550915,0.218278125,0.78172183,4.075875282,4.593933105,1.103690624,0.40120393,0.59879607,0.742008567,0.257991433,0.447847217,0.552152753,0.271976978,0.728022993,
כסף או דמעות - Omer Adam,כסף או דמעות,Omer Adam,minor,4.502418041,0.084983528,0.915016413,4.259397507,4.392713547,1.047898412,0.213846818,0.786153138,0.804845154,0.195154905,0.378491282,0.621508718,0.320166618,0.679833353,
צוחקת ובוכה - Eden Hason,צוחקת ובוכה,Eden Hason,major,5.990991116,0.055922538,0.944077492,3.540777683,4.175826073,0.999192774,0.134972185,0.865027785,0.434330255,0.565669775,0.121226527,0.878773451,0.683898866,0.316101104,
ואיך שלא - Omer Adam,ואיך שלא,Omer Adam,major,5.193585873,0.197597846,0.802402139,4.688028336,4.511921883,1.010887027,0.254076183,0.745923817,0.756582797,0.243417174,0.446907222,0.553092778,0.459853917,0.540146053,
Beautiful Things - Benson Boone,Beautiful Things,Benson Boone,major,5.528609753,0.109266087,0.890733957,4.155205727,4.490523338,0.974646509,0.296191275,0.703808725,0.657162011,0.342837989,0.306262523,0.693737507,0.481308997,0.518691003,
פחד אלוהים - Kfir Tsafrir,פחד אלוהים,Kfir Tsafrir,minor,3.932566404,0.005968451,0.994031489,3.616343498,4.599684715,1.22116363,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
אם אתה שלי - Odeya,אם אתה שלי,Odeya,major,4.385000229,0.113201842,0.886798203,4.74535656,5.290606499,1.172065616,0.792576671,0.207423329,0.872538865,0.12746115,0.621517301,0.378482699,0.350216627,0.649783313,
אקדח - Omer Adam,אקדח,Omer Adam,minor,3.681773424,0.207624137,0.792375863,5.517079353,5.281452179,1.120705247,0.244660735,0.755339324,0.878336132,0.121663861,0.542323768,0.457676172,0.31589359,0.68410641,
אין לי מקום אחר - Itay Levi,אין לי מקום אחר,Itay Levi,major,3.281769037,0.330844223,0.669155717,4.308772564,4.431075096,1.007232666,0.322154254,0.677845716,0.754023075,0.245976925,0.387855887,0.612144113,0.407108098,0.592891872,
Hurricane - Eden Golan,Hurricane,Eden Golan,major,5.905370235,0.005968451,0.994031489,3.616343498,4.599684715,1.064986825,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
בואי נדבר - ששון איפרם שאולוב,בואי נדבר,ששון איפרם שאולוב,major,4.226586819,0.277890891,0.722109079,5.573235989,5.19479847,1.144829035,0.673067033,0.326932997,0.963448465,0.036551561,0.787505746,0.212494254,0.221062884,0.778937161,
i like the way you kiss me - Artemas,i like the way you kiss me,Artemas,minor,2.298434734,0.040488802,0.959511161,3.909811497,4.467709064,1.213861108,0.147734478,0.852265477,0.489082634,0.510917366,0.174919203,0.825080812,0.627741694,0.372258306,
גן עדן של משוגעים - ששון איפרם שאולוב,גן עדן של משוגעים,ששון איפרם שאולוב,minor,3.621249914,0.237218931,0.762781084,5.200638771,4.579975128,1.089403272,0.658645451,0.341354549,0.936186671,0.063813359,0.793678343,0.206321612,0.460737944,0.539261997,
איפה אתה - Osher Cohen,איפה אתה,Osher Cohen,minor,5.206271648,0.220393583,0.779606402,4.241358757,4.406714916,0.907158375,0.379155338,0.620844603,0.792514503,0.207485527,0.410035074,0.589964867,0.412880987,0.587118983,
מה לעשות עם הזאב - Alma Gov,מה לעשות עם הזאב,Alma Gov,minor,4.730862141,0.011158053,0.988841891,3.979456663,4.812475204,1.053980112,0.157465458,0.842534602,0.647868097,0.352131933,0.109339692,0.890660346,0.780639529,0.219360471,
"Fortnight (feat. Post Malone) - Taylor Swift, Post Malone",Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",major,4.442203999,0.07099935,0.9290006,4.2413883,4.458706,1.166307807,0.13810009,0.8618999,0.5278272,0.4721728,0.20320067,0.79679936,0.51851785,0.4814821,
Too Sweet - Hozier,Too Sweet,Hozier,major,2.713692427,0.293023497,0.706976533,4.653858662,4.641609669,1.567756295,0.832196057,0.167803928,0.94419992,0.055800136,0.843760192,0.156239808,0.183285758,0.816714287,
גיבורי על - Hatikva 6,גיבורי על,Hatikva 6,major,4.595714092,0.146691933,0.853308082,5.264658928,4.94424057,1.152973771,0.372160792,0.627839148,0.912633955,0.087366089,0.640935183,0.359064788,0.274960607,0.725039363,
שיר לנטע - ניר כנען,שיר לנטע,ניר כנען,major,7.429628372,0.265969187,0.734030783,4.555497169,4.557123184,1.051500559,0.40648526,0.59351474,0.777933538,0.222066492,0.550680399,0.449319601,0.273462892,0.726537168,
Lose Control - Teddy Swims,Lose Control,Teddy Swims,minor,4.338950634,0.135981366,0.864018619,4.614892483,5.238645554,0.990797877,0.407252699,0.592747331,0.903402567,0.096597448,0.591216326,0.408783674,0.363924891,0.636075079,
בין העיר לפרדס - Tuna,בין העיר לפרדס,Tuna,minor,4.898709774,0.107242897,0.892757058,3.718009472,3.791553974,0.947230935,0.251060933,0.748939037,0.503833592,0.496166408,0.30391407,0.69608593,0.636939406,0.363060623,
עד שיירד הסהר - Osher Cohen,עד שיירד הסהר,Osher Cohen,major,4.701284409,0.168296576,0.831703424,4.616300583,4.683460712,0.987484396,0.260158032,0.739841998,0.773109198,0.226890802,0.410649776,0.589350224,0.4383443,0.5616557,
כשיגמר לכם הקיץ - ששון איפרם שאולוב,כשיגמר לכם הקיץ,ששון איפרם שאולוב,minor,5.545684338,0.197018668,0.802981317,5.18603611,4.847251892,1.056650639,0.233404636,0.766595364,0.756429434,0.243570596,0.481443882,0.518556058,0.410517573,0.589482427,
End of Beginning - Djo,End of Beginning,Djo,major,4.24766016,0.005968451,0.994031489,3.616343498,4.599684715,1.029889345,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
רחוק מכולם - Omer Adam,רחוק מכולם,Omer Adam,minor,4.748113155,0.252121657,0.747878313,5.2712183,4.979254723,1.18880403,0.238067657,0.761932313,0.879342496,0.120657556,0.561594486,0.438405484,0.293008566,0.706991494,
כוכבים - Shilo Ben Saadon,כוכבים,Shilo Ben Saadon,major,4.940550327,0.028505282,0.971494675,3.924310446,4.303095818,1.119072199,0.123254381,0.876745582,0.443242013,0.556757987,0.117904007,0.882096052,0.663272321,0.336727649,
נתראה בגלגול הבא - ששון איפרם שאולוב,נתראה בגלגול הבא,ששון איפרם שאולוב,minor,6.619026661,0.210630268,0.789369702,5.099806786,4.737872601,1.001841784,0.367223263,0.632776797,0.938358545,0.061641432,0.655597627,0.344402343,0.412393868,0.587606192,
we can't be friends (wait for your love) - Ariana Grande,we can't be friends (wait for your love),Ariana Grande,major,7.982127666,0.093690254,0.9063097,4.436199,4.926445,1.226720214,0.23041369,0.7695863,0.6467344,0.35326555,0.31036866,0.68963134,0.5403964,0.45960364,
"הדם שלי - ששון איפרם שאולוב, Odeya",הדם שלי,"ששון איפרם שאולוב, Odeya",major,7.085805893,0.012556568,0.987443388,5.06846571,5.978030682,1.009303808,0.395288646,0.604711354,0.83325386,0.16674614,0.352988839,0.647011101,0.490120381,0.509879649,
בנות כמוני לא בוכות - Noa Kirel,בנות כמוני לא בוכות,Noa Kirel,major,3.511052847,0.116492808,0.883507133,4.239469051,4.80366993,1.04984653,0.236981049,0.763018906,0.705774426,0.294225603,0.204677135,0.795322835,0.599867404,0.400132596,
שכחתי מזמן - Eyal Golan,שכחתי מזמן,Eyal Golan,minor,4.948756695,0.021732606,0.978267431,4.276556015,5.626579762,1.062994361,0.177034453,0.822965562,0.700806677,0.299193352,0.167556956,0.832442999,0.909033835,0.090966195,
"אין אותי - Osher Cohen, Noa Kirel",אין אותי,"Osher Cohen, Noa Kirel",major,3.899732828,0.008478293,0.991521716,3.546986341,4.31944561,1.377094507,0.041054077,0.95894593,0.280978054,0.719021916,0.022322096,0.977677882,0.883094311,0.116905689,
"מגדלים - STILLA, Ness",מגדלים,"STILLA, Ness",major,4.133025169,0.043286722,0.956713259,4.367144108,4.955213547,1.247455597,0.233111531,0.766888499,0.534671366,0.465328634,0.16721864,0.832781315,0.557285666,0.442714393,
"באמפרים - STILLA, Ness",באמפרים,"STILLA, Ness",minor,3.338151693,0.119996428,0.880003631,5.352609158,5.511073112,1.073107004,0.805015326,0.194984719,0.969828129,0.030171804,0.85806185,0.141938135,0.06815663,0.9318434,
מערב ראשון - Itay Levi,מערב ראשון,Itay Levi,minor,3.014274359,0.169087723,0.830912292,3.934749126,4.171473503,1.238028288,0.30970794,0.690292001,0.683476031,0.316523999,0.32490027,0.67509973,0.410993189,0.589006841,
רוז - Peer Tasi,רוז,Peer Tasi,major,3.233769655,0.147917658,0.852082372,5.320399284,5.019547939,1.110040188,0.212909952,0.787090003,0.844170809,0.155829176,0.522992015,0.477008015,0.337802947,0.662197053,
מה יהיה מחר - Peer Tasi,מה יהיה מחר,Peer Tasi,minor,3.663878202,0.406342,0.59365803,4.348293304,4.583046913,1.222939014,0.255735695,0.744264364,0.588262856,0.411737114,0.394572407,0.605427623,0.475068331,0.524931669,
"ראיתי עולם - Omer Adam, ShrekDiMC",ראיתי עולם,"Omer Adam, ShrekDiMC",minor,3.054879189,0.191248789,0.808751166,4.191026688,4.253612041,1.203769565,0.117640078,0.882359922,0.552031875,0.447968155,0.296752572,0.703247428,0.44298631,0.55701369,
"Move - Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",major,2.612458229,0.248206019,0.75179404,4.44482708,4.722754478,1.239952207,0.124803208,0.875196755,0.551907003,0.448093027,0.296730101,0.703269899,0.415187985,0.584812045,
מלודי - Peer Tasi,מלודי,Peer Tasi,minor,3.781737566,0.190731078,0.809268892,4.378436089,4.69385767,0.990946412,0.453602254,0.546397686,0.886027575,0.113972433,0.454555333,0.545444667,0.430135161,0.56986481,
למה את? - ילד.,למה את?,ילד.,major,3.870917797,0.191090867,0.808909178,4.920649529,4.719040871,1.148617983,0.464455843,0.535544157,0.89104259,0.108957455,0.660185933,0.339814007,0.295114607,0.704885364,
דאמ - Jasmin Moallem,דאמ,Jasmin Moallem,major,3.961952448,0.005968451,0.994031489,3.616343498,4.599684715,1.232053638,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
חולה ירח - Itay Levi,חולה ירח,Itay Levi,minor,3.005080223,0.002860261,0.997139812,3.265832424,4.444080353,1.073487401,0.035434015,0.964566052,0.187237129,0.812762916,0.01174189,0.988258183,0.829975963,0.170023978,
BIRDS OF A FEATHER - Billie Eilish,BIRDS OF A FEATHER,Billie Eilish,major,3.762774944,0.214697957,0.785302043,5.12573719,4.960433006,1.427711248,0.244270727,0.755729198,0.767667055,0.232332975,0.409840584,0.590159416,0.491331309,0.508668721,
אני חוזר - מ',אני חוזר,מ',minor,3.767598629,0.099638902,0.900361061,4.106637478,4.134300232,1.073670387,0.317072153,0.682927907,0.681808949,0.318191051,0.436468691,0.563531339,0.429031581,0.57096839,
Espresso - Sabrina Carpenter,Espresso,Sabrina Carpenter,major,3.227688074,0.215833187,0.784166813,4.415706158,4.513061523,1.210982919,0.581914485,0.418085515,0.86552316,0.134476885,0.682282746,0.317717195,0.239655003,0.760344982,
"מכשפה - Static, Adi Bity",מכשפה,"Static, Adi Bity",minor,2.552098036,0.13466014,0.865339875,5.031973839,5.109900475,1.062765479,0.081267335,0.918732643,0.760609686,0.239390343,0.235721797,0.764278233,0.331372827,0.668627143,
"Die With A Smile - Lady Gaga, Bruno Mars",Die With A Smile,"Lady Gaga, Bruno Mars",major,5.330235481,0.098493747,0.901506305,5.30715847,5.306312561,1.029355526,0.540940523,0.459059447,0.88337487,0.116625108,0.769602597,0.230397448,0.133177489,0.866822481,
Please Please Please - Sabrina Carpenter,Please Please Please,Sabrina Carpenter,major,4.585241318,0.22126998,0.778729975,4.781731606,4.606110573,1.13075006,0.296016634,0.703983366,0.753103971,0.246896029,0.487527609,0.512472391,0.358348429,0.64165163,
